"facility_id","data_source_id","ownership_type","landfill_owner_organization(s)","project_id","project_status","project_name","project_start_date","project_shutdown_date","project_type_category","lfg_energy_project_type","rng_delivery_method","actual_mw_generation","rated_mw_capacity","lfg_flow_to_project_mmscfd","emission_reductions_direct_mmtco2e_yr","emission_reductions_avoided_mmtco2e_yr","data_collection_year","created_date","modified_date","data_source_location_id"
5306,"7","Private","Republic Services, Inc.","1704-2","Shutdown","Project #1, Expansion #2","2011-09-01","2018-11-01","Electricity","Combined Cycle",NULL,"19.5","26",NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
5306,"7","Private","Republic Services, Inc.","200994-0","Operational","Project #2","2018-11-01",NULL,"Renewable Natural Gas","Vehicle Fuel","Pipeline Injection",NULL,NULL,"8.74","0.76512","0.06896","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2766,"7","Private","GFL Environmental USA Inc.","181097-0","Operational","Project #1","2013-06-02",NULL,"Renewable Natural Gas","Vehicle Fuel","Pipeline Injection",NULL,NULL,"2.54","0.22236","0.02004","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2766,"7","Private","GFL Environmental USA Inc.","181097-1","Operational","Project #1, Expansion #1","2019-01-01",NULL,"Renewable Natural Gas","Vehicle Fuel","Pipeline Injection",NULL,NULL,"2.1","0.18384","0.01657","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
5257,"7","Private","River Birch, Inc.","180379-0","Operational","Project #1","2010-06-01",NULL,"Renewable Natural Gas","Vehicle Fuel","Pipeline Injection",NULL,NULL,"4.23","0.3703","0.03338","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
5257,"7","Private","River Birch, Inc.","180379-1","Operational","Project #1, Expansion #1","2017-01-01",NULL,"Renewable Natural Gas","Vehicle Fuel","Pipeline Injection",NULL,NULL,"2.49","0.21798","0.01965","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
1673,"7","Public","Pinellas County, FL","457-0","Candidate",NULL,NULL,NULL,"Unknown","Unknown",NULL,NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4177,"7","Private","Republic Services, Inc.","1542-0","Operational","Project #1","1986-03-01",NULL,"Renewable Natural Gas","Vehicle Fuel","Pipeline Injection",NULL,NULL,"6.36","0.55677","0.05018","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4177,"7","Private","Republic Services, Inc.","180917-0","Shutdown","Project #2","2009-05-22","2019-12-31","Direct","Boiler",NULL,NULL,NULL,"2.99",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4177,"7","Private","Republic Services, Inc.","201447-0","Operational","Project #3","2021-05-31",NULL,"Renewable Natural Gas","Vehicle Fuel","Pipeline Injection",NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4971,"7","Private","Casella Waste Systems, Inc.","180347-0","Shutdown","Project #1","2008-02-01","2011-12-31","Electricity","Reciprocating Engine",NULL,"2.4","3.9","1.3",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4971,"7","Private","Casella Waste Systems, Inc.","180347-1","Shutdown","Project #1, De-Expansion #1","2012-01-01","2014-12-31","Electricity","Reciprocating Engine",NULL,"1.31","3.9","0.95",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4971,"7","Private","Casella Waste Systems, Inc.","180347-2","Shutdown","Project #1, De-Expansion #2","2015-01-01","2021-02-01","Electricity","Reciprocating Engine",NULL,"0.86","3.9","0.71",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
5433,"7","Private","GFL Environmental USA Inc.","1206-0","Shutdown","Project #1 & Expansion #1","2011-03-14","2021-03-31","Electricity","Reciprocating Engine",NULL,"6.9","8","3.14",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
5433,"7","Private","GFL Environmental USA Inc.","1206-1","Shutdown","Project #1, Expansion #2","2014-01-01","2021-03-31","Electricity","Reciprocating Engine",NULL,"0.88","1.6","0.58",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
5433,"7","Private","GFL Environmental USA Inc.","201536-0","Planned","Project #2","2023-06-30",NULL,"Renewable Natural Gas","Other","Pipeline Injection",NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
5353,"7","Private","Rumpke","1251-0","Operational","Project #1","1986-01-01",NULL,"Renewable Natural Gas","Vehicle Fuel","Pipeline Injection",NULL,NULL,"6","0.52525","0.04734","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
5353,"7","Private","Rumpke","1251-1","Operational","Project #1, Expansion #1","1995-01-01",NULL,"Renewable Natural Gas","Vehicle Fuel","Pipeline Injection",NULL,NULL,"3","0.26263","0.02367","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
5353,"7","Private","Rumpke","1251-2","Operational","Project #1, Expansion #2","2007-06-11",NULL,"Renewable Natural Gas","Vehicle Fuel","Pipeline Injection",NULL,NULL,"6","0.52525","0.04734","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
1183,"7","Private","Waste Connections, Inc.","167138-0","Operational","Project #1","2008-10-01",NULL,"Electricity","Reciprocating Engine",NULL,"1.7","3.2","0.9","0.07681","0.00881","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
3194,"7","Public","Horry County Solid Waste Authority, SC","166972-0","Operational","Project #1","2001-09-04",NULL,"Electricity","Reciprocating Engine",NULL,"2","2.2","0.93","0.09036","0.01036","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
3194,"7","Public","Horry County Solid Waste Authority, SC","166972-1","Operational","Project #1, Expansion #1","2003-03-01",NULL,"Electricity","Reciprocating Engine",NULL,"1","1.1","0.467","0.04518","0.00518","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2551,"7","Private","GFL Environmental USA Inc.","180881-0","Planned","Project #1","2022-12-31",NULL,"Renewable Natural Gas","Vehicle Fuel","Pipeline Injection",NULL,NULL,"7.43",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
5355,"7","Private","Rumpke","749-0","Planned","Project #1","2022-12-31",NULL,"Renewable Natural Gas","Other","Pipeline Injection",NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
5855,"7","Private","GFL Environmental USA Inc.","181025-0","Candidate",NULL,NULL,NULL,"Unknown","Unknown",NULL,NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4952,"7","Private","Rumpke","1264-0","Candidate",NULL,NULL,NULL,"Unknown","Unknown",NULL,NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2189,"7","Public","City of El Paso, TX","1568-0","Candidate",NULL,NULL,NULL,"Unknown","Unknown",NULL,NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2233,"7","Private","WM","1316-0","Operational","Project #1","2009-12-15",NULL,"Electricity","Reciprocating Engine",NULL,"6.2","6.4","3.32","0.28012","0.03212","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2233,"7","Private","WM","1316-1","Operational","Project #1, Expansion #1","2014-08-31",NULL,"Electricity","Reciprocating Engine",NULL,"5","6.4","2.71","0.2259","0.02591","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2233,"7","Private","WM","1316-2","Planned","Project #1, Expansion #2","2022-12-31",NULL,"Electricity","Reciprocating Engine",NULL,NULL,"6.4",NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
5228,"7","Public","Rhea County, TN","1501-0","Candidate",NULL,NULL,NULL,"Unknown","Unknown",NULL,NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
5729,"7","Private","WM","1532-0","Shutdown","Project #1","2007-06-13","2019-12-31","Electricity","Reciprocating Engine",NULL,"4.9","6.4","2.72",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
5729,"7","Private","WM","201444-0","Operational","Project #2","2020-02-01",NULL,"Renewable Natural Gas","Vehicle Fuel","Pipeline Injection",NULL,NULL,"6.35","0.55589","0.0501","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
3691,"7","Private","Kimble Companies","1272-0","Candidate",NULL,NULL,NULL,"Unknown","Unknown",NULL,NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4318,"7","Public","County of Monmouth","1018-0","Shutdown","Project #1","1998-07-01","2013-12-31","Electricity","Gas Turbine",NULL,"5.9","9.8","4.72",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4318,"7","Public","County of Monmouth","1018-1","Shutdown","Project #1, De-Expansion #1","2014-01-01","2019-09-27","Electricity","Gas Turbine",NULL,"3.56","9.8","2.99",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4318,"7","Public","County of Monmouth","180860-0","Shutdown","Project #2","2008-02-01","2015-12-31","Electricity","Reciprocating Engine",NULL,"1",NULL,"0.648",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4318,"7","Public","County of Monmouth","201489-0","Candidate",NULL,NULL,NULL,"Unknown","Unknown",NULL,NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
3236,"7","Public","City of Huntsville S.W. Disposal Authority","201486-0","Candidate",NULL,NULL,NULL,"Unknown","Unknown",NULL,NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
3236,"7","Public","City of Huntsville S.W. Disposal Authority","66-0","Shutdown","Project #1","1990-07-17","2001-03-01","Direct","Boiler",NULL,NULL,NULL,"2.3",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
1217,"7","Private","GFL Environmental USA Inc.","166927-0","Operational","Project #1","1996-01-01",NULL,"Electricity","Combined Cycle",NULL,"23.5","23.5",NULL,"1.06173","0.12176","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
1217,"7","Private","GFL Environmental USA Inc.","166927-1","Operational","Project #1, Expansion #1","2007-01-01",NULL,"Electricity","Gas Turbine",NULL,"4.3","4.3",NULL,"0.19427","0.02228","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
1217,"7","Private","GFL Environmental USA Inc.","201535-0","Planned","Project #2","2023-03-31",NULL,"Renewable Natural Gas","Other","Pipeline Injection",NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
1207,"7","Private","Apex Environmental LLC","181088-0","Operational","Project #1","2018-08-14",NULL,"Renewable Natural Gas","Vehicle Fuel","Pipeline Injection",NULL,NULL,"2.9","0.25387","0.02288","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2007,"7","Public","Delaware Solid Waste Authority","166401-0","Shutdown","Project #1","1995-01-01","2012-12-31","Electricity","Steam Turbine",NULL,"4.5",NULL,"2.5",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2007,"7","Public","Delaware Solid Waste Authority","166401-1","Shutdown","Project #1, Expansion #1","2004-01-01","2012-12-31","Electricity","Steam Turbine",NULL,"7",NULL,"3.9",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2007,"7","Public","Delaware Solid Waste Authority","166401-2","Shutdown","Project #1, Expansion #2","2010-01-01","2012-12-31","Electricity","Steam Turbine",NULL,"1.4",NULL,"0.8",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2007,"7","Public","Delaware Solid Waste Authority","181101-0","Operational","Project #2","2013-08-01",NULL,"Electricity","Cogeneration",NULL,"1.58","2.2","0.63","0.07138","0.00819","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2007,"7","Public","Delaware Solid Waste Authority","181101-1","Operational","Project #2, Expansion #1","2021-06-30",NULL,"Electricity","Cogeneration",NULL,"2","2",NULL,"0.09036","0.01036","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2007,"7","Public","Delaware Solid Waste Authority","200448-0","Operational","Project #3","2016-07-31",NULL,"Electricity","Cogeneration",NULL,"2.5","4","1.15","0.11295","0.01295","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
3456,"7","Public","Jefferson County, AL","80-0","Candidate",NULL,NULL,NULL,"Unknown","Unknown",NULL,NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
1667,"7","Public","Brevard County, FL","444-0","Shutdown","Project #1","2008-05-01","2019-07-11","Electricity","Reciprocating Engine",NULL,"5.76","6.4","3.168",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
1667,"7","Public","Brevard County, FL","444-1","Shutdown","Project #1, Expansion #1","2009-12-29","2020-05-01","Electricity","Reciprocating Engine",NULL,"2.88","3.2","1.584",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
1667,"7","Public","Brevard County, FL","444-2","Operational","Project #1, De-Expansion #1 & #2","2019-07-12",NULL,"Electricity","Reciprocating Engine",NULL,"4.4","6.4","1.87","0.19879","0.0228","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2799,"7","Public","Solid Waste Authority of Central Ohio, OH","1249-0","Shutdown","Project #1","2008-09-30","2012-07-31","Electricity","Microturbine",NULL,"0.25","0.25","0.144",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2799,"7","Public","Solid Waste Authority of Central Ohio, OH","180951-0","Shutdown","Project #2","2008-09-30","2012-07-31","Renewable Natural Gas","Vehicle Fuel","Local Use",NULL,NULL,"0.432",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2799,"7","Public","Solid Waste Authority of Central Ohio, OH","200849-0","Operational","Project #3","2014-02-01",NULL,"Renewable Natural Gas","Vehicle Fuel","Pipeline Injection",NULL,NULL,"2.4","0.2101","0.01894","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2799,"7","Public","Solid Waste Authority of Central Ohio, OH","200849-1","Operational","Project #3, Expansion #1","2015-12-31",NULL,"Renewable Natural Gas","Vehicle Fuel","Pipeline Injection",NULL,NULL,"4.4","0.38518","0.03472","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2799,"7","Public","Solid Waste Authority of Central Ohio, OH","200849-2","Operational","Project #3, Expansion #2","2018-01-01",NULL,"Renewable Natural Gas","Vehicle Fuel","Pipeline Injection",NULL,NULL,"1.2","0.10505","0.00947","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2800,"7","Public","Franklin County, ID","180255-0","Low Potential",NULL,NULL,NULL,"Unknown","Unknown",NULL,NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2215,"7","Public","Coffee County Commission, AL","64-0","Planned","Project #1","2023-01-01",NULL,"Unknown","Unknown",NULL,NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
5701,"7","Private","WM","180316-0","Shutdown","Project #1","2004-04-01","2016-09-01","Electricity","Reciprocating Engine",NULL,"2.4","2.6","1.3",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
5701,"7","Private","WM","201439-0","Planned","Project #2","2024-03-31",NULL,"Renewable Natural Gas","Vehicle Fuel","Unknown",NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
6449,"7","Public","Daviess County, KY","769-0","Candidate",NULL,NULL,NULL,"Unknown","Unknown",NULL,NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4861,"7","Public","Solid Waste Authority of Palm Beach County, FL","170803-0","Future Potential","Project #2",NULL,NULL,"Unknown","Unknown",NULL,NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4861,"7","Public","Solid Waste Authority of Palm Beach County, FL","180984-0","Operational","Project #1","2009-08-01",NULL,"Direct","Direct Thermal",NULL,NULL,NULL,"1.08","0.09455","0.00933","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
1970,"7","Public","City of Garland, TX","181043-0","Operational","Project #1","2021-10-31",NULL,"Renewable Natural Gas","Vehicle Fuel","Pipeline Injection",NULL,NULL,"2.88","0.25212","0.02272","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
5262,"7","Public","City of Riverview, MI","166934-0","Operational","Project #1","1987-01-01",NULL,"Electricity","Gas Turbine",NULL,"6.6","6.6","4.9","0.29819","0.0342","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
5262,"7","Public","City of Riverview, MI","200447-0","Operational","Project #2","2013-04-01",NULL,"Renewable Natural Gas","Vehicle Fuel","Local Use",NULL,NULL,"0.14","0.01226","0.0011","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
5262,"7","Public","City of Riverview, MI","201009-0","Planned","Project #3","2022-12-31",NULL,"Renewable Natural Gas","Vehicle Fuel","Pipeline Injection",NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
2949,"7","Public","Gordon County, GA","180885-0","Candidate",NULL,NULL,NULL,"Unknown","Unknown",NULL,NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4970,"7","Private","WM","166943-0","Operational","Project #1","2001-07-24",NULL,"Electricity","Reciprocating Engine",NULL,"3.9","4","2","0.1762","0.02021","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4970,"7","Private","WM","166943-1","Operational","Project #1, Expansion #1","2003-12-31",NULL,"Electricity","Reciprocating Engine",NULL,"1.58","1.6","1","0.07138","0.00819","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4970,"7","Private","WM","166943-2","Operational","Project #1, Expansion #2","2010-03-02",NULL,"Electricity","Reciprocating Engine",NULL,"2.58","3.2","1.73","0.11656","0.01337","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4970,"7","Private","WM","166943-3","Operational","Project #1, Expansion #3","2012-07-01",NULL,"Electricity","Reciprocating Engine",NULL,"11.3","12.8","6.9","0.51053","0.05855","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
1666,"7","Private","Waste Connections Inc. - Central Region","166941-0","Operational","Project #1","1998-10-01",NULL,"Electricity","Reciprocating Engine",NULL,"1.6","1.6","0.86","0.07229","0.00829","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
1666,"7","Private","Waste Connections Inc. - Central Region","166941-1","Operational","Project #1, Expansion #1","2010-01-01",NULL,"Electricity","Reciprocating Engine",NULL,"0.6","0.6",NULL,"0.02711","0.00311","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
1666,"7","Private","Waste Connections Inc. - Central Region","166941-2","Operational","Project #1, Expansion #2","2012-01-01",NULL,"Electricity","Reciprocating Engine",NULL,"3.2","3.2",NULL,"0.14458","0.01658","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
1781,"7","Private","WM","600-0","Candidate",NULL,NULL,NULL,"Unknown","Unknown",NULL,NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
1599,"7","Public","Town of Islip, NY","1046-0","Shutdown","Project #1","1989-01-01","1997-07-04","Electricity","Reciprocating Engine",NULL,"4",NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4582,"7","Public","Polk County Board of County Commissioners, FL","201476-0","Candidate",NULL,NULL,NULL,"Unknown","Unknown",NULL,NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4582,"7","Public","Polk County Board of County Commissioners, FL","489-0","Shutdown","Project #1","1997-01-01","2019-01-01","Electricity","Steam Turbine",NULL,"0.73","5","0.95",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
1165,"7","Private","American Environmental Landfill, Inc.","181113-0","Operational","Project #1","2013-04-17",NULL,"Electricity","Reciprocating Engine",NULL,"1.99","3.2","1.12","0.08991","0.01031","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
1579,"7","Public","Black Warrior Solid Waste Disposal Authority, AL","167090-0","Candidate",NULL,NULL,NULL,"Unknown","Unknown",NULL,NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4567,"7","Private","Rumpke","180333-0","Operational","Project #1","2022-03-03",NULL,"Renewable Natural Gas","Vehicle Fuel","Pipeline Injection",NULL,NULL,NULL,NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4686,"7","Public","County of Orange - OC Waste & Recycling, CA","180236-0","Shutdown","Project #2","2002-05-06","2002-12-01","Electricity","Reciprocating Engine",NULL,"2.5","2.5","1.44",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4686,"7","Public","County of Orange - OC Waste & Recycling, CA","181049-0","Operational","Project #3","2012-06-28",NULL,"Electricity","Combined Cycle",NULL,"23.4","32.5","10.6","1.05721","0.12124","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4686,"7","Public","County of Orange - OC Waste & Recycling, CA","181049-1","Operational","Project #3, Expansion #1","2015-01-01",NULL,"Electricity","Combined Cycle",NULL,"4.68",NULL,"1.76","0.21144","0.02425","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
4686,"7","Public","County of Orange - OC Waste & Recycling, CA","290-0","Shutdown","Project #1","1984-10-25","2012-08-01","Electricity","Reciprocating Engine",NULL,"5.625","5.625","2.66",NULL,NULL,"2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
3954,"7","Private","WM","1001-0","Operational","Project #1","2012-04-09",NULL,"Electricity","Reciprocating Engine",NULL,"2.9","3.2","1.51","0.13102","0.01503","2022","2023-12-08 22:44:44.232941","2024-04-09 16:30:20.667868",12
